follower,followed
6821,52402
6821,28106
6821,4907
6821,10788
6821,9236
6821,9266
3228736,682
49035,19889
198885,3892
198885,7547
198885,1173
36656,15279
60904,69958
1570,60904
2907,60904
33018,25274
29869,1563
29869,2907
29869,13395
29869,2556
101024,1713
171318,101
86717,3063
14284,86717
86717,14284
27461,16372
27461,9236
27461,13256
27461,157
27461,11855
27461,7547
27461,41223
27461,1563
27461,1567
27461,1564
27461,5995
69958,18005
180045,6996
33681,87195
33681,13395
33681,28106
33681,78115
33681,45703
33681,52402
33681,26395
33681,414
33681,1563
33681,24553
33681,7912
33681,7504
33681,14006
33681,9236
33681,9266
33681,13411
33681,21464
33681,17642
33681,19859
33681,5995
33681,4907
33681,157
33681,5697
33681,96349
46423,94851
2907,9738
97380,24533
97380,2556
97380,10005
97380,414
97380,6103
97380,7504
97380,3892
13611,9738
97380,13611
97380,5995
97380,157
2983,157
2983,1564
2983,15347
33681,2983
2983,7547
2983,28106
2983,78115
2983,393566
16372,2983
2983,2159
2983,45703
2983,1567
2983,16372
2983,32206
2983,7912
2983,24553
37207,2983
9918,2983
2983,2907
2983,14006
2983,13395
2983,6103
2983,26395
2983,414
23353,2983
2983,33681
2983,7504
2983,59216
2983,61584
2983,11855
2983,37207
17950,2983
2907,2983
2812,2983
141836,5995
141836,157
112641,5065
112641,5922
97380,2459
4140,339505
97380,3395
4140,2459
3395048,997
2556,339505
24590,99715
60904,25614
91802,91801
11149,91802
1567,138429
49035,13843
253966,7504
253966,5823
164234,1986
1567,32923
32923,6072
32923,1567
32923,1564
32923,69958
13071,157
13071,28106
13071,5995
13071,7912
13071,4567
13071,11149
134197,2093
134197,1492
14922,1342
209336,1342
134197,35
350,134197
17805,25789
25789,3917
1570,25789
25789,45703
25789,22041
25789,86944
25789,13395
63316,25789
25789,15347
25789,1181
25789,414
16499,25789
25789,157
25789,14284
25789,68404
25789,26395
25789,1563
2907,25789
25789,63316
37207,25789
25789,2907
25789,23362
25789,61024
25789,34538
25789,17763
25789,14201
25789,5995
25789,50968
25789,14183
86944,25789
40002,25789
25789,96349
1567,25789
25789,4689
25789,94851
25789,31331
25789,4139
25789,11149
25789,59216
25789,76701
25789,30355
25789,3892
14284,25789
25789,37207
25789,1567
25789,78115
25789,41811
76701,25789
25789,7547
25789,28106
2821814,258
14922,33718
21523,94851
21523,1564
21523,1567
21523,10005
21523,76701
21523,414
21523,11855
21523,157
21523,28106
21523,13256
21523,1063
21523,1563
49035,97431
97431,4689
97431,49035
97431,19889
97431,41223
2907,93
2812,93
75996,67072
166918,76
191755,1867
185568,1867
117387,157
117387,199
117387,1567
117387,1814
117387,13
117387,3721
117387,1186
117387,9635
117387,76
33681,11739
117387,5923
117387,767
176395,1174
2436627,117
117387,4567
24553,11739
117387,1565
117387,6102
117387,6072
117387,1563
117387,2811
117387,1063
117387,2455
117387,2063
117387,1564
117387,2146
117387,9236
20628,11739
117387,5995
117387,9266
117387,134
1564,36347
34736,17797
17797,34736
34736,1795
17950,34736
34736,46399
193380,1063
11876,11914
11876,41916
11876,2159
12225,11876
11876,50484
11876,11855
11876,20216
11876,52402
11876,3892
41916,11876
11876,9266
11876,2576
131122,157
17642,13112
2582,131122
131122,872
131122,6102
131122,1764
12225,13112
131122,1564
131122,7812
16499,13233
132334,165
7588,164422
1565,8267
10674,8267
11149,8267
8267,33018
8267,24533
8267,13395
46889,57716
158811,1564
158811,1563
158811,1063
158811,1186
158811,5995
158811,4134
158811,4711
18126,9236
18126,33018
18126,5995
18126,11855
18126,41223
18126,11726
18126,2239
18126,50653
18126,7912
18126,28106
18126,1563
18126,17079
161005,2204
161005,3871
161005,4181
20630,5995
20630,36872
20630,2556
20630,1563
20630,50458
20630,5823
20630,157
20630,3892
91801,74288
14780,13256
14780,3917
14780,1063
14780,5995
14780,157
14780,16955
14780,414
25789,1478
50653,1478
14780,3892
14780,1564
14780,14284
14780,52402
14780,50653
14780,78115
14780,11855
14780,25789
14780,9236
14780,5697
14780,5823
17265,28106
17265,7504
17265,28328
170926,6996
160818,1709
170926,1608
69958,17093
3228736,146
13256,14613
169553,1461
2907,14613
1567,14613
4140,14613
30355,14613
1564,14613
34638,14613
171316,1461
41223,14613
2400,14613
41223,26145
6542,26145
4140,26145
64977,2983
64977,87195
64977,74836
64977,61584
1570,64977
7547,64977
2983,64977
61584,64977
64977,4567
64977,61024
34539,64977
82907,64977
6821,64977
4567,64977
64977,4907
703707,8079
8079,703707
185563,4907
185563,8912
198591,1856
1564,185563
185563,5816
61024,18556
185563,6939
185563,1564
87195,18556
2400,185563
185563,1986
185563,6102
69392,18556
185563,2811
185563,872
192945,4122
192945,9635
67072,32661
26394,32661
15119,32661
192828,3266
46399,32661
131648,3261
131648,4139
131648,7638
24553,76375
1063,39428
67072,39428
46399,39428
24553,39428
17797,39428
2400,39428
39428,13256
3228736,394
98816,39428
34638,39428
75996,39428
87375,8286
1567,8286
17950,8286
17797,8286
34736,8286
165091,3892
165091,1063
51368,19889
2983,51368
171330,157
41223,10739
107385,2846
28464,10739
1567,107385
107385,4122
267939,1563
68371,51647
68371,5823
68371,63284
17797,33385
33385,8286
33385,64595
33385,34736
17950,33385
33385,17797
33385,87375
34736,33385
33385,1795
162367,178
9900,5823
8912,121694
78094,3228
16484,78094
8912,78094
78094,8912
78094,50653
78094,59216
78094,13395
32280,78094
78094,9266
78094,32206
78094,4907
228579,1001
78115,15833
1583284,75
1583284,582
1583284,156
1583284,963
1583284,924
68076,37207
1583284,781
68076,11739
1583284,117
68076,1563
1583284,389
1583284,872
1583284,61
1583284,372
78115,68076
68076,33271
68076,87195
1583284,333
1583284,264
1583284,491
68076,96349
68076,17407
1583284,156
68076,3892
1583284,174
160681,6582
3228736,161
2400,160681
160681,2143
160681,1001
24553,16068
6582,160681
143808,1607
98818,5697
158873,1545
158873,264
158873,3892
158873,5995
158873,5823
158873,9236
158873,2639
158873,1173
158873,6328
158873,2159
158873,1538
158873,9266
158873,3917
158873,3454
158873,524
158873,4907
158873,1001
158873,2556
158873,391
158873,4134
158873,157
158873,1564
158873,4122
158873,134
158873,1186
158873,1648
158873,1563
16484,47112
96044,16042
4140,16042
16042,18556
131648,1604
16042,69392
16042,1563
16042,96044
41223,16042
2400,16042
16042,16613
3228736,16
166126,1604
18337,16042
34539,16042
6726432,16
25789,16042
2582,16042
69958,16042
16042,61024
78094,16042
33681,16042
185563,1604
16042,5816
253416,1604
44496,7912
44496,1564
44496,78115
44496,157
44496,1567
68064,44496
44496,11726
2983,44496
44496,41811
171315,157
96084,3892
144608,3454
144608,3464
2907,352
1565,352
14922,352
352,14922
352,157
352,2556
7547,352
16499,352
352,3892
352,1564
352,9236
352,7547
3228736,352
352,1567
1570,352
33681,12509
158864,4349
43491,1563
2907,43491
131701,1318
209947,2389
238862,2099
238862,9972
5823,238862
238862,767
238862,4139
99715,23886
76701,23886
238862,2579
20631,16484
20631,1564
20631,26394
20631,32661
20631,41223
20631,98818
4139,20631
20631,157
20631,7912
20631,4689
34736,20631
20631,13256
41223,20631
20631,12959
117387,2063
7547,20631
20631,11914
20631,5995
391,20631
26394,20631
20631,39428
20631,2239
20631,94851
10674,20631
20628,20631
20631,9236
8079,20631
20631,4139
20631,11726
20631,15886
20631,391
20631,1563
20631,15382
22390,20631
20631,3892
25789,20631
20631,26395
20631,63114
20631,2159
113513,2063
20631,10005
118098,2063
20631,36872
20631,1181
20631,37747
20631,7547
20631,87375
20631,96349
20631,1565
20631,1063
171565,157
171565,524
171565,2556
171565,6102
171565,9236
171565,9635
171565,1001
171565,4122
171565,1564
17731,4689
17731,61024
17731,36872
17731,7588
17731,1563
17731,9236
17731,391
17731,2556
17731,16567
17731,7912
17731,98816
17731,157
17731,1565
17731,5995
17731,13798
17731,52402
17731,26395
17731,10005
17731,1063
1833209,177
17731,41223
17731,2159
17731,13256
17731,3892
17731,1564
17731,4139
91801,17731
97380,12387
14201,20748
15347,20748
1687735,153
14201,16877
20748,15347
15347,16877
35684,61024
8637,24555
14963,24555
76701,24555
2400,121208
6821,121208
103731,1212
28405,12121
158800,1563
158800,5995
27770,59216
27770,3892
27770,26394
27770,43901
27770,1063
27770,96349
27770,76701
44496,6746
41811,6746
14922,6746
33018,6746
12225,50642
41223,30443
52077,82153
166163,2157
215713,1662
34638,21571
59216,85582
63316,85582
7730,7546
7730,1063
7730,36872
7730,5995
7730,7418
7730,391
7730,2556
2907,29166
76701,29166
29166,78115
40002,29166
78115,29166
15179,35886
15179,13256
25789,15179
28942,17836
28942,9023
28942,28464
28942,2192
28942,41223
41455,28942
28942,10739
9023,28942
178356,2894
28942,41455
28942,62413
62413,28942
34575,92
2907,92
59570,92
34655,92
4140,92
24553,92
92,5957
1567,92
92,414
167603,2812
167603,1564
27830,29166
17898,2783
27830,391
27830,11726
27830,17898
27830,20631
27830,98818
27830,40002
27830,1564
40002,2783
27830,16068
27830,21428
5161,2239
5161,15119
5161,141841
5161,5995
5161,31695
5161,969664
5161,1063
5161,157
34638,15886
20628,15886
158858,9635
158858,2331
26394,15886
158858,1564
158858,3892
158858,1764
3228736,159
319779,1589
158858,2812
158858,524
97431,15886
158858,3198
2907,158858
158858,5995
2812,158858
158858,157
34638,11982
2556,119819
36872,11982
4567,119819
120819,1198
3228736,12
61584,11982
7546,119819
16484,11982
33681,11982
134106,1198
87195,11982
2400,119819
7547,119819
17797,11982
2159,119819
82907,11982
171314,1198
119819,7805
21464,11982
14922,11982
15445,11982
24340,11982
24196,2556
24196,41223
24196,52402
24196,157
24196,11855
2907,24196
24196,96349
24196,2983
24196,10788
24196,14922
24196,10005
24196,78115
24196,7127
24196,28106
24196,12063
24196,41811
24196,5823
24196,14006
24196,13395
24196,10507
24196,3892
24196,1181
24196,75784
24196,1565
24196,24533
24196,12959
24196,13256
24196,9236
24196,15382
24196,33018
24196,50968
24196,2239
24196,1563
24196,8912
24196,86944
24196,7912
24196,11726
24196,5995
24196,4907
24196,2159
46785,1564
46785,1063
46785,96349
46785,39428
46785,15119
188317,8267
23594,1569
1569,92
1569,2239
1569,41223
24196,1569
14922,1569
2907,1569
13256,1569
171318,1569
6542,1569
29869,1569
1570,1569
1569,107385
1569,131607
4140,1569
1564,1569
75393,13256
1564,75393
7547,75393
75393,34539
75393,17132
11855,75393
75393,95982
1570,75393
75393,7547
75393,1564
75393,157
75393,28106
21410,35886
44297,391
44297,67072
160993,4139
160993,1063
160993,2811
2907,160993
160993,767
160993,3721
160993,157
160993,1563
160993,1186
160993,2204
160993,2354
160993,1326
2264,2239
22390,2264
2264,13256
2264,157
2264,5995
374998,2264
2264,11883
2907,2264
6821,2264
2907,408805
108414,3302
34575,10841
108414,3198
108414,1565
108414,6498
108414,1589
108414,1461
1687735,108
108414,2264
108414,1535
108414,1688
108414,1323
108414,142
11876,10841
108414,7812
108414,1564
108414,1115
108414,2075
25789,10841
15347,10841
16499,10841
14201,10841
108414,4122
108414,1764
108414,134
34575,46395
1601,414
129345,1563
129345,2192
129345,524
129345,157
606769,489
167451,3221
167451,7578
24119,157
24119,76701
24119,7912
24119,3892
24119,52402
24119,4567
32598,32612
131648,326
32598,76375
20628,4629
46290,20628
14284,16429
164292,3687
164292,178
164292,145
164292,1563
233357,2812
3355748,281
21269,4139
21269,9918
9918,21269
21269,10005
21269,1063
21269,2983
21269,1569
21269,1563
21269,9236
21269,15382
21269,17079
21269,6103
21269,1565
21269,13256
21269,50968
21269,7912
21269,11914
21269,7547
21269,1558
21269,10788
21269,36661
21269,157
21269,5995
21269,17898
679866,1563
679866,2359
679866,1569
679866,2336
679866,3036
679866,1186
679866,4181
679866,1708
2556,24573
4139,24573
24573,3892
7546,24573
24573,10005
24573,9236
24573,414
24573,157
24573,1564
24573,1565
464476,1496
11855,16099
160992,2204
46791,157
46791,7547
46791,96349
46791,63284
46791,3892
46791,2159
46791,15886
46791,11149
46791,9236
46791,7504
17051,5823
17051,9236
17051,34638
17051,1564
17051,157
17051,3892
17051,4907
6091,33018
6091,17642
6091,37747
6091,157
6091,52077
6091,9236
6091,46399
6091,50968
6091,14006
6091,13256
6091,13395
6091,23362
6091,2556
6091,24562
6091,50653
6091,96349
6091,20216
6091,32206
6091,28405
6091,1564
158997,1063
158997,1644
158997,1316
158997,157
158997,7812
158997,5995
6821,6275
61024,6275
42459,6275
2582,6275
11957,13274
20628,13274
12225,13274
350,132738
6091,132738
150,143808
150,37207
150,36671
2907,15
86717,15
150,92
150,29166
143808,15
150,197069
152772,15
150,75784
150,103533
150,111065
150,198885
150,152772
150,233097
150,14183
150,1567
150,11726
150,2576
150,11149
150,6985
150,2556
150,17407
150,13256
150,6891
150,14006
26969,8267
10741,2556
63376,11726
171368,7812
171368,1326
171368,9236
171368,157
171368,1862
171368,1186
171368,4567
171368,5048
171368,9635
171368,1212
8077,1063
8077,120819
8077,9236
8077,2556
8077,26394
8077,352
8077,41811
8077,3892
8077,1563
8077,41223
17755,5995
17755,26969
17755,2812
158811,1776
17755,10005
17755,7504
17755,3892
17755,13395
17755,1565
17755,41223
17755,5823
29869,17755
20632,16499
20632,7547
20632,41223
20632,37207
20632,391
5645,16499
5645,5995
5645,2556
5645,414
5645,3892
5645,1063
2907,5645
37207,25993
25993,41223
25993,36872
25993,34638
25993,7504
25993,9236
62413,5307
53070,28464
41455,5307
1570,7182
7182,28328
185563,7182
28328,7182
7182,157
17265,7182
25789,11837
118372,2579
166163,3123
3123,215713
3123,166163
2907,3123
215713,3123
47281,36872
47281,81914
47281,78115
47281,17407
47281,5995
47281,17134
47281,10251
47281,50484
47281,2331
47281,4148
47281,5308
47281,7418
47281,96349
47281,13718
47281,414
47281,11726
47281,3892
47281,16484
47281,2331
47281,7675
47281,14922
47281,11149
47281,22041
150,47281
47281,1563
47281,1558
47281,7547
47281,23308
47281,33718
171583,157
25789,76472
150,563808
131648,1753
175276,3261
11957,84811
5645,84811
53080,84811
84811,11957
84811,5308
48903,23668
236682,489
236682,24
236682,3229
46918,52402
46918,157
46918,25274
46918,1565
46918,2576
46918,41223
46792,157
46792,28106
46792,11855
46792,13395
46792,33018
46792,11726
46792,1564
46792,39428
314118,4146
41455,31412
62413,31412
270377,1173
158803,1563
158803,5823
158803,5995
2812,10942
78115,10942
41223,10942
14922,10942
2907,10942
2582,10942
2400,10942
33681,10942
9918,10942
59216,10942
52422,10942
63316,10942
158858,1094
6091,10942
10942,17642
123601,5307
196026,9236
196026,1589
146885,4904
1567,146885
146885,1212
146885,1567
146885,1564
49035,14689
192935,5823
155593,2159
155593,3721
155593,1565
155593,1173
155593,1063
155593,2556
155593,8912
155593,2192
155593,4122
155593,1563
155593,5995
155593,1428
155593,3914
155593,4567
155593,4398
156223,3369
33688,31695
33688,15119
33688,96966
33688,15622
35441,91801
91801,35441
20631,16766
25789,16766
155593,1677
16484,16766
16499,16766
14922,16766
26394,16766
41223,16766
4140,16766
6091,16766
59216,16766
9918,16766
14780,16766
32280,16766
164292,1677
91936,11149
91936,33718
91936,29869
158992,9635
158992,1079
158992,1428
158992,4567
158992,157
158992,5995
158992,3943
158992,7547
158992,3892
158992,1538
158992,1558
165212,2576
165212,3892
2907,165212
165212,1063
165212,5823
165212,524
1063,165212
165212,6985
23978,157
2907,24564
20628,24564
191755,2456
181357,2456
117387,2456
46793,3892
1567,46793
46793,96349
11149,46793
20628,46793
22820,2556
22820,9236
22820,1563
22820,157
22820,13256
22820,15382
22820,1063
22820,5995
22820,11914
22820,1181
22820,1569
22820,47112
22820,7546
22820,3892
22820,11726
151916,2833
2907,101844
167345,7912
167345,2556
167345,1015
78828,9236
20628,78828
78828,20628
176395,7883
78828,1764
78828,24366
2436627,788
20628,1788
17880,31258
2436627,179
17880,157
17880,3892
17880,9266
17880,1563
78828,1788
17880,96349
17880,1063
17880,11739
17880,78828
17880,10005
17880,20628
17880,1764
17880,24366
176395,1788
124729,8267
124729,2812
124729,1564
145972,3892
27830,14597
145972,2783
82907,70572
7127,70572
25789,70572
70572,82907
70572,4139
24196,70572
7547,70572
65463,70572
70572,65463
4139,70572
21464,70572
70572,21464
70572,7127
70572,12144
70572,7547
46782,12121
46782,8267
46782,1563
46782,9236
46782,61584
46782,15382
46782,26969
46782,13395
46555,9266
46555,12225
46555,10942
46555,11855
46555,74836
46377,13256
46377,16429
46377,9236
46377,1564
164292,4638
46377,157
2556,181247
181247,1015
181247,4122
2907,181247
181247,2907
181247,1063
181247,1986
181247,1563
178759,4692
16499,17876
25274,17876
178759,2527
178759,7912
178759,165
68437,4907
68437,5823
68437,3892
70572,68437
8637,199084
199084,3892
199084,9635
94801,1063
94801,11982
94801,1563
94801,15119
94801,5995
94801,36872
94801,157
213711,4288
14424,75393
4139,14424
158873,1442
14424,14922
14424,63114
14424,1819
14424,61024
14424,10674
14424,94851
34539,14424
14424,15887
14424,28106
16499,14424
14424,1564
14424,1563
14424,34539
18126,14424
14424,10942
1570,14424
28942,14424
14424,17731
166163,1442
14424,157
14424,13395
14424,10005
14424,37207
14424,50968
1563,14424
14424,5823
20631,14424
14424,391
14424,36872
3228736,144
14424,28464
14424,20631
14424,9236
14424,96044
14424,1015
14424,25789
14424,15347
41223,14424
14424,3892
14424,41223
14424,13718
14424,2556
14424,16616
75393,14424
2400,41838
3228736,418
41838,13395
41838,3892
47281,41838
34638,41838
41838,67072
10674,41838
41838,96349
41838,2556
41838,1563
41838,78115
17800,28328
17800,9236
17800,7182
2001,13395
18146,1563
18146,157
18146,96349
18146,12082
18146,2556
18146,9236
18146,7504
18146,15119
18146,25397
21269,18146
18146,1565
18146,59216
161441,1563
161441,5772
161441,4689
161441,3892
12445,19092
12445,8912
12445,41223
264295,1327
17797,2643
264295,2891
264295,145
264295,178
187227,4907
14284,38758
38758,63284
38758,9023
38758,26394
38758,14284
38758,7912
38758,1063
38758,2556
38758,5995
38758,15445
38758,41223
9023,38758
38758,1565
113625,5823
7210565,924
7210565,106
47512,7912
47512,9236
47512,1063
47512,78115
7210565,633
47512,41223
47512,63284
47512,16766
7210565,168
7210565,781
7210565,872
47512,1563
47512,1565
47512,13395
7210565,412
7210565,165
47512,26395
7210565,791
47512,16484
47512,1564
47512,391
7210565,157
7210565,134
7210565,157
7210565,156
7210565,156
7210565,264
7210565,391
47512,87195
47512,157
12109690,15
12109690,9
12109690,26
12109690,16
9023,121097
12109690,6
12109690,26
14284,1211
12109690,14
12109690,63
12109690,79
12109690,11
12109690,41
117841,457
117841,1518
117841,157
117841,6498
15179,11784
117841,872
117841,9236
117841,9635
14129,16068
14129,78828
117387,1413
17880,14129
14129,14424
20628,14129
14129,39428
18126,14129
14129,31258
14129,3892
14129,2556
31258,14129
14129,1788
5995,14129
78828,14129
14129,20628
2400,1934
16499,1934
22390,1934
7546,1934
1934,30355
22820,1934
158856,1934
24196,1934
41916,1934
13256,1934
1567,1934
21269,1934
155593,1934
4140,1934
63316,1934
158873,1934
3228736,193
82907,1934
24573,1934
1565,1934
38758,1934
47512,1934
253416,1934
152772,1934
118098,1934
41223,1934
1063,1934
2556,1934
14780,1934
36872,1934
7588,1934
1934,5823
2821814,193
1564,1934
27770,1934
14922,1934
9918,1934
143808,1934
12109690,19
1934,157
6091,1934
1934,1564
5645,1934
34655,1934
17797,1934
1934,414
2907,1934
27267,1934
26394,1934
33018,1934
7210565,193
17805,1934
47281,1934
20628,1934
1934,75996
17950,1934
2907,290401
72711,157
22390,72711
72711,6542
72711,414
4139,72711
34638,72711
34538,72711
37207,72711
2400,72711
72711,71628
33018,72711
72711,33018
16499,72711
6542,72711
61030,72711
20628,72711
4140,72711
72711,14922
1570,72711
10674,72711
72711,10674
24533,72711
14922,72711
198891,7271
72711,2239
12225,72711
15119,72711
72711,1563
72711,50968
14666,39428
17888,92
17888,16042
17888,3892
17888,41223
17888,4689
17888,15347
15347,13035
130353,1535
130353,2455
130353,3892
130353,9236
108414,1304
130353,1565
36378,13035
63477,14201
2907,63477
2556,63477
63477,5995
24553,63477
86944,63477
108414,6348
47108,157
47108,26392
70572,47108
3228736,471
82907,47108
21464,47108
25789,47108
47108,2239
47108,41223
47108,21863
2400,47108
47108,70572
47108,22848
41916,88936
164235,8894
171319,5097
171319,1563
171319,2812
171319,157
171319,1181
171319,2639
131701,1279
127887,1317
127887,6707
127887,4907
127887,1063
127887,5823
127887,9236
127887,1564
47281,12789
127887,1186
127887,4122
127887,9635
127887,2556
127887,157
127887,3943
127887,2159
127887,1563
127887,7504
127887,2239
127887,2811
127887,7912
127887,391
127887,1795
127887,5995
127887,3892
127887,1173
306,8267
306,41223
306,9236
306,33018
306,26395
306,1063
306,1934
214701,6582
6582,214701
35090,11613
11149,19602
196015,9266
196015,1115
196015,3302
196015,9236
196015,1564
196015,3892
25789,1595
2907,1595
1595,158858
792825,4645
464476,7928
350,278406
10967,1063
34655,10967
20748,10967
10967,52402
37207,10967
10967,11726
10967,24553
10967,2576
10967,157
10967,11149
10967,6985
10967,11855
92,10967
34575,10967
1687735,11
10967,26395
24553,10967
10967,1564
15347,10967
2556,10967
10967,5995
25789,10967
59570,10967
14201,10967
34539,10967
10967,23362
10967,28106
10967,15347
263155,2354
263155,1569
263155,5823
263155,2811
263155,1518
263155,3917
72317,157
72317,26316
72317,11784
72317,26395
72317,3892
132556,1001
132556,6328
132556,1326
132556,5823
14963,25008
250079,1496
75784,25008
215602,1769
215602,3464
215602,816
171392,1191
171392,2146
11914,17139
21464,17139
171392,157
11914,12768
14922,12768
18190,12768
11636,157
39693,39428
228579,3969
39693,27477
39693,22858
33522,3892
188135,3036
188135,1713
171318,1881
120628,5823
12225,12063
120628,1223
32280,27328
78828,27328
27328,20631
27328,11739
27328,9266
27328,1563
20628,27328
27328,14129
117387,2733
27328,11914
27328,26395
14129,27328
27328,7912
27328,31258
27328,6072
27328,87375
27328,5784
27328,1934
27328,9236
27328,15119
27328,20628
27328,1063
27328,157
27328,2192
27328,75996
6072,27328
27328,61024
27328,1788
27328,2239
27328,74836
17880,27328
27328,18136
27328,10005
27328,5995
2983,5085
1567,5085
7546,5085
34575,5085
12225,5085
7547,5085
46792,5085
37207,5085
2582,5085
19804,11833
1372,4134
70317,1372
1372,70317
25997,14381
25997,4134
1735911,703
1735911,413
1735911,824
7675,25997
1735911,144
1735911,154
25997,15445
141841,1736
141841,26
7675,173591
143808,1736
14201,25997
14201,17359
25997,70317
91474,10942
91474,1567
91474,64977
91474,28106
91474,41223
14284,91474
91474,414
91474,39428
11957,91474
91474,59216
91474,14613
91474,1372
91474,2264
91474,2331
91474,11957
91474,2239
91474,14284
91474,25789
161768,1773
161768,918
17731,16177
143808,5161
250079,5161
158873,5161
355409,5772
57716,35541
127748,7504
36671,12775
141841,1277
70997,34638
25789,70997
34638,70997
11914,70997
70997,9236
70997,10674
10674,70997
70997,1563
70997,157
15558,22724
15558,12768
15558,14922
14922,15558
15558,2576
53070,74949
74949,5307
41455,74949
278329,2521
252122,2783
252122,2285
158856,2521
57716,69733
697330,5772
23582,4907
27267,23582
23582,3917
23582,27267
120378,2358
23582,12038
34638,14184
24196,14184
12225,14184
171324,1418
20628,14184
158873,1418
33018,14184
33520,14184
6542,14184
47281,14184
22390,14184
14922,14184
171314,1418
10643,5995
10643,61024
10643,157
10643,14424
10643,3892
10643,96349
10643,11982
10643,12386
198591,5301
35126,157
37207,35126
35126,37207
212552,3513
35126,5995
35126,9236
35126,414
35126,9266
35126,10005
35126,11855
6821,35126
35126,13256
1564,35126
35126,14184
35126,52402
12225,35126
20628,35126
35126,1567
35126,6542
46555,35126
35126,28106
6542,35126
35126,7547
1567,35126
35126,6821
35126,4567
35126,36347
35126,1564
158873,4032
14424,40319
20631,40319
403192,2063
25242,3892
25242,37747
25242,36872
25242,4139
25242,14666
25242,1063
25242,157
25242,1563
25242,1565
25242,15887
25242,16424
25242,5823
25242,14613
25242,1564
25242,50968
36883,10005
1934,36883
36883,9236
36883,76701
72317,36883
41223,36883
35126,36883
36883,157
36883,14184
36883,16745
36883,4689
13718,36883
46555,36883
1063,36883
167451,3688
4140,36883
253416,3688
36883,6985
33714,9266
33714,28328
33714,8267
33714,33018
33714,157
33714,7182
72104,94851
72104,5995
72104,65228
72104,25789
72104,78115
72104,53006
34638,29724
159073,3049
159073,3871
4140,159073
14424,15907
159073,3917
12225,15907
159073,9236
159073,1713
1567,159073
159073,5995
159073,1567
159073,157
159073,414
159073,9485
30489,15907
3228736,107
10738,10967
10738,46399
10738,13395
10738,1564
10738,10674
10738,14424
10738,16042
10738,96349
10738,13256
10738,64977
10738,17642
10738,14184
10738,1558
10738,6985
2582,10738
113513,1074
10738,157
10738,11351
12225,10738
10738,3892
10738,15382
10738,1563
10738,6582
10738,33018
10738,32287
10738,50968
10738,15445
10738,30355
10738,41223
10738,41838
2400,10738
41838,10738
10738,11726
14922,10738
10738,37207
10738,24
46782,10738
10674,10738
10738,14922
10738,28106
10738,37747
10738,2331
10738,28464
10738,52402
10738,16484
10738,2556
24196,10738
10738,10005
10738,5697
61900,1564
61900,5085
61900,17131
171313,619
47281,49198
34655,49198
411614,1496
253966,6102
213421,2812
213421,196
213421,1001
213421,3914
213421,5065
110149,6258
34614,42568
34614,61584
61584,34614
120819,3461
34614,7912
7912,34614
25789,26194
33385,26194
27770,26194
8267,261936
2556,29235
17755,29235
15119,29235
36883,29235
132556,2924
11876,29235
63042,29235
32280,29235
74625,29235
2159,29235
13798,29235
34594,33018
34594,76701
34594,2556
3228736,346
34594,5995
2400,34594
48903,34594
158873,1345
7912,13447
134470,3461
34614,13447
134470,1545
134470,6328
134470,7912
192876,1643
192876,2285
164292,1929
46423,19288
192876,4638
264295,1929
192876,2643
162367,1929
91802,6009
6009,1567
6009,1558
1558,6009
21269,6009
4140,6009
1567,6009
188135,4335
679866,4335
171318,4335
51291,28106
51291,10005
51291,1564
51291,5995
51291,1565
51291,6985
51291,157
51291,1063
51291,9236
24871,67987
24871,26392
24871,1563
24871,41223
24871,15119
24871,2556
24871,64977
24871,1063
24871,52402
24871,8103
24871,157
24871,10005
24871,16484
24871,3352
24871,61024
24871,4567
24871,74836
24871,26395
24871,15907
24871,5995
24871,16594
24871,30355
24871,37747
24871,24119
24871,82366
24871,13256
24871,28106
24871,1564
24871,2239
24871,23362
24871,6542
24871,3892
24871,72711
24871,4689
24871,13161
24871,414
24871,9236
72711,24871
24871,1565
24871,63284
24871,5823
24871,26394
24871,82381
24871,36872
24871,3917
164601,1504
147238,1326
147238,3892
158811,3857
38574,7912
2907,38574
1063,38574
158992,3857
147238,3857
14424,38574
38574,13447
2821814,386
34539,38574
38574,34614
14922,38574
134470,3857
20628,38574
17898,38574
41223,38574
34614,38574
93226,38574
153056,3857
155593,3857
17805,38574
25789,38574
16499,38574
160993,3857
7912,38574
27328,38574
7547,3038
3038,4907
3038,5995
61024,3038
3038,61024
3038,119819
36872,3038
3038,7547
2907,3038
117387,5222
214276,5222
37747,52223
20628,52223
132556,5222
75996,52223
27328,52223
21269,52223
27267,52223
158856,5222
108414,1039
103911,1097
20748,10391
103911,1661
103911,2389
103911,1564
21464,10391
103911,1714
103911,1084
15347,10391
103911,1535
103911,1688
103911,1588
171392,1039
238862,1039
103911,3722
101502,1039
103911,9236
11149,10391
103911,9266
103911,2146
1687735,104
103911,2075
103911,8291
158834,1039
103911,157
103911,1115
103911,6102
103911,1015
1294053,116
35090,12941
1294053,351
41838,65713
134470,2908
29078,4567
29078,14802
29078,7546
24340,29078
4139,29078
7546,29078
148017,2908
59814,17265
59814,3892
59814,21371
59814,41811
356011,2331
12445,35601
25789,86929
86929,52402
2582,86929
120819,8693
86929,3892
25789,17132
171321,157
171321,2579
171321,3892
118372,1713
2821814,44
35126,4397
4397,157
4397,3892
4397,5995
4397,34655
17805,4397
4397,282181
4397,9266
4397,150764
4397,9236
2812,4397
